LG,"Part #",Description,Quantity
Warehouse,"SPECIAL ORDER: S13342","Tubing, 1/4"" x 18"" D",0
Warehouse,"SPECIAL ORDER: S13344","IR Burner, TESG24-B",1
Warehouse,"SPECIAL ORDER: S13345","Infrared Burner, Sear Zone (without mesh wire)",0
Warehouse,"SPECIAL ORDER: S13346","Mesh, Infrared Burner, Sear Zone",0
Warehouse,"Special Order: S13348","Orifice, Pilot .012 LP PSE-703A",0
Warehouse,"SPECIAL ORDER: S13501","High Temp Control Knob",0
Warehouse,"SPECIAL ORDER: S13813",Balancer,0
Warehouse,"SPECIAL ORDER: S13833","Rack, Warming 30""",0
Warehouse,"SPECIAL ORDER: S13834","Twin Eagles Rack, Warming, 42""",0
Warehouse,"SPECIAL ORDER: S13841","26"" Warming Rack DH",0
Warehouse,"SPECIAL ORDER: S13842","Delta Heat 32"" Warming Rack",2
Warehouse,"SPECIAL ORDER: S13848","Handle, Spit, Black Phenolic, Tapered, with Threaded Insert, TESG-24",0
Warehouse,"SPECIAL ORDER: S13859","Trash Can for TETDT-18B",0
Warehouse,"SPECIAL ORDER: S13863","Twin Eagles 30"" Spit Rod, 1/2"" SS (TEBQ30)",1
Warehouse,"SPECIAL ORDER: S13864","Spit Rod, 9/16 inch, 42 S/S TEBQ42, List Price: $80",0
Warehouse,"SPECIAL ORDER: S13865Y","Twin Eagles Rotisserie Meat Forks, Holder, 9/16"" (TEBQ42) (Pair)",0
Warehouse,"SPECIAL ORDER: S13867","Rack, Warming, 36 inch",0
Warehouse,"SPECIAL ORDER: S13868","36"" Twin Eagles Spit Rod",1
Warehouse,"SPECIAL ORDER: S13875","Twin Eagles 10"" Stainless Hex Grate, TEBQ36",0
Warehouse,"SPECIAL ORDER: S13876","Holder, Match W/Lanyard",0
Warehouse,"SPECIAL ORDER: S13883","SPIT ROD, S/S, DHBQ-26 & 32 RETAIL $67.49",0
Warehouse,"SPECIAL ORDER: S13890","Spit Rod, S/S, DHBQ-38",0
Warehouse,"SPECIAL ORDER: S13903","Grate DSBQ",0
Warehouse,"SPECIAL ORDER: S13904-25","Warming Rack, 25",0
Warehouse,"SPECIAL ORDER: S13904-32","Warming Rack, 32",0
Warehouse,"SPECIAL ORDER: S13904-40","Warming Rack, 40",0
Warehouse,"SPECIAL ORDER: S13928-30","Spit Rod (30"")",0
Warehouse,"SPECIAL ORDER: S13928-36","Spit Rod, 36"", TEBQ36R-C",0
Warehouse,"SPECIAL ORDER: S13929-36","Warming Rack (36�) (s/s)",0
Warehouse,"SPECIAL ORDER: S13932",Chain,0
Warehouse,"SPECIAL ORDER: S13961","Warming Rack, 38, DHBQ-D, SVCE",0
Warehouse,"SPECIAL ORDER: S14102","SCREW, 6-32 X 1/2, PH, FL, MS, S/S, SVCE",0
Warehouse,"SPECIAL ORDER: S14106","Hood Spacer, Screw/Bolt Assy",0
Warehouse,"SPECIAL ORDER: S14111","Screw 1/4-20x1 1/4, Ph Truss SS",0
Warehouse,"SPECIAL ORDER: S14113","Screw, 1/4-20 x 3/8, Phil, Truss, M/S, S/S (4pack)",0
Warehouse,"SPECIAL ORDER: S14121","Screw, 6-32 1/4, PH, Pan, Thread Cutting, S/S, 4-Pack, SVCE- $12.14 Retail",0
Warehouse,"SPECIAL ORDER: S14123","Screw, 8-32 x 3/8, Phil S/S Truss",0
Warehouse,"SPECIAL ORDER: S14144","Screw, 10-32 x 1/2, Phil, Truss, S/S, 4 pack",0
Warehouse,"SPECIAL ORDER: S14156","SCREW, 6-32 X 3/8, PH, TRUSS, S/S, SVCE, LIST $12.21",0
Warehouse,"SPECIAL ORDER: S14190","Screw, 3/8-16 x 3/4, Phil, Pan, S/S",0
Warehouse,"SPECIAL ORDER: S14194","Stand Off Spring with 14195 acorn nut",0
Warehouse,"SPECIAL ORDER: S14196","Spring, Hood (List Price $24.00)",0
Warehouse,"SPECIAL ORDER: S14207","Screws, 6-32 x 1/4, Phillips, Fillister, MS, S/S, Used for Lights, List $12.54",0
Warehouse,"SPECIAL ORDER: S14216","Spacer Hood, TEBQ w/14219 bolt & 14716 Lock Nut",0
Warehouse,"SPECIAL ORDER: S14219","Screw, 1/4-20 Hex, Polished TEBQ, & w/ S14176 Lock Nut, qty 2 screw & qty 2 nut",0
Warehouse,"SPECIAL ORDER: S14224","Spacer hood",0
Warehouse,"SPECIAL ORDER: S14232","Retaining Ring, External",4
Warehouse,"SPECIAL ORDER: S14282","Screw, 10-32 x 1 1/2, PH, PAN, S/S, SVCE (3-Pack)",5
Warehouse,"SPECIAL ORDER: S14362","Hood Extension Spring, DHBQ-D, SVCE",2
Warehouse,"SPECIAL ORDER: S14363","TAPERED ROUND PLUG (3-PACK), SVCE",0
Warehouse,"SPECIAL ORDER: S14401","Hinges, One Pair",0
Warehouse,"SPECIAL ORDER: S14402","Plate, Face Frame Face Clip",0
Warehouse,"SPECIAL ORDER: S14403","Casters, Swivel, 3 inch, Pair",1
Warehouse,"SPECIAL ORDER: S14404","Caster, With Brake, 3 inch, Pair",0
Warehouse,"SPECIAL ORDER: S14407","Bottle Well for the outdoor bar (List $49)",0
Warehouse,"SPECIAL ORDER: S14410","Stainless Steel Bottle Opener",0
Warehouse,"SPECIAL ORDER: S14427","Slide, Self-Closing, 18 inch, 100 lbs., Pair",0
Warehouse,"SPECIAL ORDER: S14430","Clip-on, Blue Motion, Straight",0
Warehouse,"SPECIAL ORDER: S14431","Chopping Board, SVCE",0
Warehouse,"SPECIAL ORDER: S14441","Blumotion, Soft Closing Mech., Door Drawer",0
Warehouse,"SPECIAL ORDER: S14450","Soft Close Slide w/ Bayonet Mounting  (Pair, Left and Right)",0
Warehouse,"SPECIAL ORDER: S14455","3"" Caster w/ brake, stationary (pair)",0
Warehouse,"SPECIAL ORDER: S14476","Big Leg Assembly",0
Warehouse,"SPECIAL ORDER: S1508-57","LP Orfice",0
Warehouse,"SPECIAL ORDER: S15101YSB","Gas Valve Assy, TESB",0
Warehouse,"SPECIAL ORDER: S15106","Valve, Straight, TXBQ",7
Warehouse,"Special Order: S15108-50","Orifice #50, IR NG",0
Warehouse,"SPECIAL ORDER: S15108-57","Orifice, #57, IR LP",0
Warehouse,"SPECIAL ORDER: S15110-50","Orifice #50",0
Warehouse,"SPECIAL ORDER: S15110-53","Orifice Grill #53, LP",5
Warehouse,"SPECIAL ORDER: S15110-54","Orifice# 54",0
Warehouse,"SPECIAL ORDER: S15110-55","Orifice, #55, Main Burner, LP",0
Warehouse,"SPECIAL ORDER: S15111YL","THERMOVALVE, SVCE",0
Warehouse,"SPECIAL ORDER: S15113","Dual Stage Gas Valve",0
Warehouse,"SPECIAL ORDER: S15133-56","ORIFICE, #56, 3/8-27, SVCE",0
Warehouse,"SPECIAL ORDER: S15141","Brass plug with mounting Hardware, SVCE",0
Warehouse,"SPECIAL ORDER: S15144-53","Burner Valve with Flame Thrower, NG",0
Warehouse,"SPECIAL ORDER: S15149Y","GAS VALVE W/MICROSWITCH, SVCE",0
Warehouse,"SPECIAL ORDER: S15149YSB","Valve, w/Microswitch - TEBC/TESB - C Series",0
Warehouse,"SPECIAL ORDER: S15151Y","GAS VALVE W/MICROSWITCH AND CONSTANT ON, SVCE",0
Warehouse,"SPECIAL ORDER: S15153","STRAIGHT VALVE W/ MICROSWITCH & CONSTANT ON",0
Warehouse,"SPECIAL ORDER: S15319","Twin Eagles Thermometer",0
Warehouse,"SPECIAL ORDER: S15330","CONVERSION NG TO LP, TXBQ",0
Warehouse,"SPECIAL ORDER: S15353","Thermometer, DelSol, Svce",0
Warehouse,"SPECIAL ORDER: S15354","Thermometer, TEBQ-C (Updated Thermometer)",0
Warehouse,"SPECIAL ORDER: S16007","14� Bezel Loop Harness",0
Warehouse,"SPECIAL ORDER: S16111","Cord, 16/3, 6 ft. #8 Ring Terminal, SVCE",0
Warehouse,"SPECIAL ORDER: S16131","Rocker Switch",0
Warehouse,"SPECIAL ORDER: S161318","Delta Heat LED Light",0
Warehouse,"SPECIAL ORDER: S16132","Cap, Seal, Switch Cover",0
Warehouse,"SPECIAL ORDER: S16139","Hot surface igniter for TEBC & TETG",2
Warehouse,"SPECIAL ORDER: S16158","Rubber Button, Old Style Twin Eagles",2
Warehouse,"SPECIAL ORDER: S16158-1","Push Button, Rubber Cap",0
Warehouse,"SPECIAL ORDER: S16168","Wire, Rotis Ignite, 40 inch (Repacement Part number S16146)",0
Warehouse,"SPECIAL ORDER: S16174","Delta Heat Spark Igniter, U-Burner",0
Warehouse,"SPECIAL ORDER: S16192","LED Holder (TESB)",0
Warehouse,"SPECIAL ORDER: S16208Y","Twin Eagles Rotisserie Motor w/ 21748 plate",0
Warehouse,"SPECIAL ORDER: S16247Y","Wire Harness Assy, Complete (TEBQ30R)",0
Warehouse,"SPECIAL ORDER: S16249Y","Wire Harness Assy, 3 LED Front Panel TEBQ30R",0
Warehouse,"SPECIAL ORDER: S16250Y","Wire Harness Assy, 4 LED Front Panel TEBQ36R/42R",0
Warehouse,"SPECIAL ORDER: S16252Y","Wire Harness Assy, 3 LED Front Panel (TEBQ36G/42G)",0
Warehouse,"SPECIAL ORDER: S16255Y","Wire Harness Assy, 2 LED Front Panel (TEBQ30G)",0
Warehouse,"SPECIAL ORDER: S16256","Wire Harness, Left End Blue LED",0
Warehouse,"SPECIAL ORDER: S16257","Wire Harness, Middle Blue LED",0
Warehouse,"SPECIAL ORDER: S16278","Harness, 54 inch Manifold",0
Warehouse,"SPECIAL ORDER: S16284","36 inch Wire Harness DHBQ",0
Warehouse,"SPECIAL ORDER: S16290","Fuse, 10A Delta Heat",0
Warehouse,"SPECIAL ORDER: S16292","Fuse, 15A 250V-SVE",0
Warehouse,"SPECIAL ORDER: S16296Y","LED Light for Knob on TE Grill",0
Warehouse,"SPECIAL ORDER: S16297Y","Wire Harness, Complete TEPB24",1
Warehouse,"SPECIAL ORDER: S16302Y","Transformer for TEPB24-B, Assembly",0
Warehouse,"SPECIAL ORDER: S16303","Safety Thermocouple",0
Warehouse,"SPECIAL ORDER: S16328Y","Wire Harness, 32R",6
Warehouse,"SPECIAL ORDER: S16331Y","Wire Harness Assembly, DHBQ32G-B",0
Warehouse,"SPECIAL ORDER: S16334Y","Wire Harness 38R",0
Warehouse,"SPECIAL ORDER: S16337Y","DHSB Side Burner Wire Harness",0
Warehouse,"SPECIAL ORDER: S16345","WIRE HARNESS, ELECTRODE,  19"", DHSB2-B, SVCE (LIST $30.99)",0
Warehouse,"SPECIAL ORDER: S16356Y","WIRE HARNESS WITH LED, DHBQ26G-C, SVCE, RETAIL $87.14",0
Warehouse,"SPECIAL ORDER: S16365","Rotis, Switch TEBQ-R",0
Warehouse,"SPECIAL ORDER: S16366","Rotisserie Motor",0
Warehouse,"SPECIAL ORDER: S16385","TRANSFORMER, MEAN WELL, LPVL-150-12, SVCE",0
Warehouse,"SPECIAL ORDER: S16389","WIRE HARNESS, MANIFOLD, FOUR VALVE, SVCE @ $61.40 (List)",0
Warehouse,"SPECIAL ORDER: S16391","WIRE HARNESS, 12V DC, TEBQ-C, SVCE",0
Warehouse,"SPECIAL ORDER: S16392","WIRE HARNESS, 110V AC, TEBQ-C, SVCE",0
Warehouse,"SPECIAL ORDER: S16393","Wire Harness Assy Complete, TEBQ 36/42-C",0
Warehouse,"SPECIAL ORDER: S16393-36/42Y","WIRE HARNESS ASSEMBLY, TEBQ36/42-C, SVCE",0
Warehouse,"SPECIAL ORDER: S16396","12V WIRE HARNESS, TETG30-C, SVCE, LIST $74.01",0
Warehouse,"SPECIAL ORDER: S16397","110V WIRE HARNESS, TETG30-C, SVCE, LIST $73.34",0
Warehouse,"SPECIAL ORDER: S16466","WIRE HARNESS ASSEMBLY WITH LED, DHBQ32R-D, SVCE",0
Warehouse,"SPECIAL ORDER: S16468","Wire Harness with LED's Assembly, DHBQ26G-D $109.14",0
Warehouse,"SPECIAL ORDER: S16472","Igniter, Hot Surface, Griddle, w/ Screw x2 S14123, SVCE",0
Warehouse,"SPECIAL ORDER: S16475","Plastic Motor Cover, SVCE",0
Warehouse,"SPECIAL ORDER: S16482","Wire Harness Vent Hood Adapter",0
Warehouse,"SPECIAL ORDER: S16492","4-POS ROTARY SWITCH, SVCE",0
Warehouse,"SPECIAL ORDER: S18043","Box, DHBQ32",0
Warehouse,"SPECIAL ORDER: S18044","Box, DHBQ38",0
Warehouse,"SPECIAL ORDER: S18217","Box for TEBQ42",1
Warehouse,"SPECIAL ORDER: S18278","Box for TEBQ36 Grill, w/ Print, 36 SVCE",1
Warehouse,"SPECIAL ORDER: S18351","Gas Label Conversion, SVCE",0
Warehouse,"SPECIAL ORDER: S18869","Box, DHGB",0
Warehouse,"SPECIAL ORDER: S19603","Door Gasket, TEOR24, TEBK",0
Warehouse,"SPECIAL ORDER: S19606Y","Kit, Glue AR Door Rack",0
Warehouse,"SPECIAL ORDER: S19611","Transition, 8"" Round, TE10100",0
Warehouse,"SPECIAL ORDER: S19618","Transition, 10"" Round, 5"" High (11254)",0
Warehouse,"SPECIAL ORDER: S19619","Top Transition 10"" RD 9-1/4"" High, Manu #11257.",0
Warehouse,"SPECIAL ORDER: S19620","Gravity, Dampener (11259)",0
Warehouse,"SPECIAL ORDER: S19626","Twin Eagles Hood Control Knob",0
Warehouse,"SPECIAL ORDER: S19646","Delta Heat leveling legs",0
Warehouse,"SPECIAL ORDER: S19648","Bottom Hinge, DHOR",0
Warehouse,"SPECIAL ORDER: S19653","Top Hinge, DHOR",0
Warehouse,"SPECIAL ORDER: S19675","Door Gasket, DHOR20",0
Warehouse,"SPECIAL ORDER: S19678","Compressor, DHOR20",0
Warehouse,"SPECIAL ORDER: S19907","KEYS-2 LOCK, DHOR, SVCE",0
Warehouse,"SPECIAL ORDER: S19909","Keys, TEBK24, TEBK242, TEOR24 (Pair)",0
Warehouse,"SPECIAL ORDER: S19910A","THERMOSTAT, DHOR, SVCE",0
Warehouse,"SPECIAL ORDER: S19941","Twin Eagles double tap tower w/ reg. coupler, and CO2",0
Warehouse,"SPECIAL ORDER: S19946","Vent Hood Adapter",0
Warehouse,"SPECIAL ORDER: S19947","Fan Kit, DHOR",0
Warehouse,"SPECIAL ORDER: S19952","Water Value Kit, TEIM15-E",0
Warehouse,"SPECIAL ORDER: S19955","Vent Hood Adapter",0
Warehouse,"SPECIAL ORDER: S19957","Vent Grid, (Toe Kick)",0
Warehouse,"SPECIAL ORDER: S19965","LEFT HINGE KIT, DHOR20",0
Warehouse,"SPECIAL ORDER: S19967","PTC RELAY, DHOR, SVCE",0
Warehouse,"SPECIAL ORDER: S20110Y","Storage Drawer Body Assy.",1
Warehouse,"SPECIAL ORDER: S20206","Twin Eagles Spit Saddle",0
Warehouse,"SPECIAL ORDER: S20244 (BBQ Depot ONLY)","Meridian Briquette Tray w/o Briquettes - Ducane",0
Warehouse,"SPECIAL ORDER: S20255-Y","Guard, Wind",0
Warehouse,"SPECIAL ORDER: S20256","TESB132 Replacement Lid",0
Warehouse,"SPECIAL ORDER: S20312","Speed Rail for the TEOB30",0
Warehouse,"SPECIAL ORDER: S20383","Frame Holder for the outdoor bar (List $117)",0
Warehouse,"SPECIAL ORDER: S20711","Top Cover, Salamangrill",0
Warehouse,"SPECIAL ORDER: S20929Y","THERMOSTAT ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S20963","Teppanyaki Griddle Cover ($98.63 List) does not include handle",1
Warehouse,"SPECIAL ORDER: S20966","Support Valve Bracket",0
Warehouse,"SPECIAL ORDER: S21164Y","Baffel filter assembly",0
Warehouse,"SPECIAL ORDER: S21173","SWITCH PANEL",0
Warehouse,"SPECIAL ORDER: S21580","Burner Divider, DSBQ",0
Warehouse,"SPECIAL ORDER: S21583Y","Briquette Tray Assembly with Briquettes, DSBQ",0
Warehouse,"SPECIAL ORDER: S21614Y","6"" Briquette Tray Assembly complete with briquettes (TPBQ)",0
Warehouse,"SPECIAL ORDER: S21620X","12"" Briquette Tray w/ Straps (no briquettes) (TPBQ)",0
Warehouse,"SPECIAL ORDER: S21620Y","12"" BRIQUETTE TRAY ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S21623Y","Smoker Box Assembly, Large",0
Warehouse,"SPECIAL ORDER: S21626","Collector Box - Hood, Igniter w/ 14123 Screw (Sear Zone) (TPBQ)",0
Warehouse,"SPECIAL ORDER: S21715-36Y","Front Panel with Logo and Bezel - TEBQ36R (List $460)",0
Warehouse,"SPECIAL ORDER: S21716X","5"" Briquette Tray w/ Straps (no briquettes)",0
Warehouse,"SPECIAL ORDER: S21720","42"" Twin Eagles Front Hood",0
Warehouse,"SPECIAL ORDER: S21720-3Y","Front Hood Assembly without Handle (TEBQ)",0
Warehouse,"SPECIAL ORDER: S21720-54Y","54"" Front Hood Assembly without handle, TEBQ54-B",0
Warehouse,"SPECIAL ORDER: S21745-30Y","Drip Pan Assembly with rollers, 30 (TEBQ)",0
Warehouse,"SPECIAL ORDER: S21745-36Y","Drip Pan Assembly with rollers, 36 (TEBQ)",1
Warehouse,"SPECIAL ORDER: S21751YL","MANIFOLD ASSEMBLY",0
Warehouse,"SPECIAL ORDER: S21756","BRACKET, HOOD SWITCH, SVCE List $19.37",0
Warehouse,"SPECIAL ORDER: S21759X","10"" Briquette Tray w/ Straps (no briquettes) (TEBQ36)",0
Warehouse,"SPECIAL ORDER: S21761X","5"" Briquette Tray w/ Straps (no briquettes) (TEBQ36)",0
Warehouse,"SPECIAL ORDER: S21784-LWY","LEFT SIDE SHELF BRACKET WELDED ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S21784-RWY","RIGHT SIDE SHELF BRACKET WELDED ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S21798-1WY","Front Panel Welded Assembly, Single Burner, knobs, bezel, logo, and LED holder are not included (TESB)",0
Warehouse,"SPECIAL ORDER: S21812-26","Cooking Radiants, TXBQ26",2
Warehouse,"SPECIAL ORDER: S21813","Delta Heat Motor Mount - B&C Series",0
Warehouse,"SPECIAL ORDER: S21844Y","2-BURNER SIDE BURNER COVER ASSEMBLY, SVCE @ $105 (List)",0
Warehouse,"SPECIAL ORDER: S21847","Side Burner Cover, DHSB1D",0
Warehouse,"SPECIAL ORDER: S21849","Delta Heat Side Burner Cover Brace",0
Warehouse,"SPECIAL ORDER: S22013-26A","Baffle, Burner, 26 Radiant",0
Warehouse,"SPECIAL ORDER: S22058B","Housing, Igniter",0
Warehouse,"SPECIAL ORDER: S22059","COVER, IGNITER, DHBQ, SVCE @ $30.95 (List)",0
Warehouse,"SPECIAL ORDER: S22083","Cover, IR Igniter",0
Warehouse,"SPECIAL ORDER: S22114-L","42"" Twin Eagles Rear Hood Side",0
Warehouse,"SPECIAL ORDER: S22141","Bracket, Mount Igniter, IR",0
Warehouse,"SPECIAL ORDER: S22321","TE Power Burner Cover",0
Warehouse,"SPECIAL ORDER: S22713-36","Cover, Hood, rear, 36 - TEBQ 09",0
Warehouse,"SPECIAL ORDER: S22714-L","REAR HOOD SIDE LH ASSEMBLY",0
Warehouse,"SPECIAL ORDER: S22714-R","REAR HOOD SIDE RH ASSEMBLY",0
Warehouse,"SPECIAL ORDER: S22754","36? Door Assembly, TEDD",0
Warehouse,"SPECIAL ORDER: S22801WY","Firebox Assy, TEBQ (List: $286.61)",0
Warehouse,"SPECIAL ORDER: S22801Y","30"" FIREBOX ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S22953Y","Door Panel Assembly",0
Warehouse,"SPECIAL ORDER: S23202-38RY1","Front Panel, DHBQ38R",0
Warehouse,"SPECIAL ORDER: S23203-26","Drip pan Handle",0
Warehouse,"SPECIAL ORDER: S23207-38Y","38"" Firebox",0
Warehouse,"SPECIAL ORDER: S23210-26","Bracket, Crossover, 26,  w/ Screw x2 S14275",0
Warehouse,"SPECIAL ORDER: S23216","Channel Ignition Bracket, DHBQ",0
Warehouse,"SPECIAL ORDER: S23217-26","Drip pan, 26""",0
Warehouse,"SPECIAL ORDER: S23217-26Y","Drip Pan Assembly, DHBQ26",0
Warehouse,"SPECIAL ORDER: S23217-32","DRIP PAN, DHBQ32-B, SVCE",0
Warehouse,"SPECIAL ORDER: S23217-32Y","Drip Pan Assembly DHBQ32-D, SVCE, List $160.61",0
Warehouse,"SPECIAL ORDER: S23219-32","Briquette Retainer, DHBQ32",0
Warehouse,"SPECIAL ORDER: S23220-38","REAR HOOD LOWER COVER, DHBQ38R/G, SVCE",0
Warehouse,"SPECIAL ORDER: S23221-38R","Rear Hood Liner, DHBQ38R",0
Warehouse,"SPECIAL ORDER: S23223","Motor Mount - for D series",0
Warehouse,"SPECIAL ORDER: S23227-38","UPPER OUTER BACK PANEL, DHBQ38R/G, SVCE",0
Warehouse,"SPECIAL ORDER: S23231-26Y","DH Hood Assy DHBQ 26",0
Warehouse,"SPECIAL ORDER: S23231-32WY","32"" FRONT HOOD WELDED ASSEMBLY, SVCE @ $411.75 (List)",0
Warehouse,"SPECIAL ORDER: S23231-38Y","DH Hood Assembly w/ out handle, brackets, or thermometer. List price $475.00",0
Warehouse,"SPECIAL ORDER: S23259","IGNITION SHIELD, DHSZ-KIT-B, SVCE w/ S14275 x2",0
Warehouse,"SPECIAL ORDER: S23288","Bracket, End Cap, DHOR",0
Warehouse,"SPECIAL ORDER: S23299-32Y","26/32? Briquette Tray Assembly w/ out briquettes",0
Warehouse,"SPECIAL ORDER: S23299-38Y","38? Briquette Tray Assembly w/ out briquettes",0
Warehouse,"SPECIAL ORDER: S23323-38WY","38"" LANDING LEDGE WELD ASSEMBLY, SVCE @ $216.53 (List)",0
Warehouse,"SPECIAL ORDER: S23325-32G","FRONT PANEL 32G, SVCE",0
Warehouse,"SPECIAL ORDER: S23335-R","Rear hood side, Right DHBQ-D",1
Warehouse,"SPECIAL ORDER: S23336-32WY","32"" LANDING LEDGE WELDED ASSEMBLY, DHBQ32-D, SVCE @ $106.72 (List)",0
Warehouse,"SPECIAL ORDER: S23338-26G","PANEL, FRONT, 26G, DHBQ-D, SVCE)",0
Warehouse,"SPECIAL ORDER: S23341-26WY","26"" FRONT HOOD WELDED ASSEMBLY, SVCE $450.36 LIST",0
Warehouse,"SPECIAL ORDER: S23341-32WY","32"" FRONT HOOD WELDED ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S23341-38WY","38"" FRONT HOOD WELDED ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S23343","Rotisserie Motor Bracket, w/ Screw x2 S14113 & w/ Nut x2 S14105, SVCE",0
Warehouse,"SPECIAL ORDER: S26093Y","Drawer, Inner Assembly, TEDS36T",0
Warehouse,"SPECIAL ORDER: S26139-18LY","TEDS36 replacement Left Door",0
Warehouse,"SPECIAL ORDER: S26222-13RY","13"" RIGHT HAND DOOR ASSEMBLY, DHAD26-C, SVCE",0
Warehouse,"SPECIAL ORDER: S26222-16RY","16"" Right Hand Door Panel Assembly",0
Warehouse,"SPECIAL ORDER: S26222-17RY","Right Hand Door Panel Assembly",0
Warehouse,"SPECIAL ORDER: S26222-19LY","19"" Left Hand Door Panel Assembly",1
Warehouse,"SPECIAL ORDER: S26300-36","REAR HOOD COVER, 36, TEBQ36-C",0
Warehouse,"SPECIAL ORDER: S26312-30WY","30"" FRONT HOOD WELDED ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S26316-30WY","Front Panel Assy, 30""",0
Warehouse,"SPECIAL ORDER: S26316-42WY","42"" FRONT PANEL WITH ROTIS WELDED ASSEMBLY, SVCE LIST",0
Warehouse,"SPECIAL ORDER: S26344","Ignition Cover, TEBQ-C",0
Warehouse,"SPECIAL ORDER: S26363","Handle, Drip Pan, TESB132-C",0
Warehouse,"SPECIAL ORDER: S26380","Grease Tray, TEBC30-C",0
Warehouse,"SPECIAL ORDER: S26388","36"" Right Hand Halogen Light Wire Kit, SVCE",0
Warehouse,"SPECIAL ORDER: S26807Y","Sprocket Assembly, TEBQR-C",0
Warehouse,"SPECIAL ORDER: S27093Y","DRY STORAGE LEFT HAND HINGE KIT, SVCE",0
Warehouse,"SPECIAL ORDER: S27200-36Y","36"" FRONT PANEL ASSEMBLY, TE1BQ36, SVCE",0
Warehouse,"SPECIAL ORDER: S27248Y","BRIQUETTE TRAY ASSEMBLY (TEPG36), SVCE",0
Warehouse,"SPECIAL ORDER: S27267Y","FAN MOUNT ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S27294-36WY","FRONT HOOD WELDED ASSEMBLY, TEPG36, SVCE",0
Warehouse,"SPECIAL ORDER: S27304Y","DISPLAY SCREEN ASSEMBLY, SVCE",0
Warehouse,"SPECIAL ORDER: S27325Y REPLACMENT 27404Y","CHARCOAL TRAY ASSEMBLY (TEPG36), SVCE",0
Warehouse,"SPECIAL ORDER: S27395Y","Igniter Housing Assembly TEPG36 SVCE",0
Warehouse,"SPECIAL ORDER: S81004","Infrared Side Burner for Rogue 425",0
Warehouse,"SPECIAL ORDER: S81007","Main Infrared Burner for LEX 605/730 & Prestige II 450",0
Warehouse,"SPECIAL ORDER: S81014","Infrared burner for Prestige PRO 665",0
Warehouse,"SPECIAL ORDER: S82001","3"" CASTER SET FOR ROGUE? SERIES AND PRESTIGE? 500",0
Warehouse,"SPECIAL ORDER: S83001","Two Stainless Steel Cooking Grids for LEX 485",0
Warehouse,"SPECIAL ORDER: S83002","Two Stainless Steel Cooking Grids for Triumph 325",0
Warehouse,"SPECIAL ORDER: S83004","Two Cast Iron Cooking Grids for Triumph 325",0
Warehouse,"SPECIAL ORDER: S83005","Two Cast Iron Cooking Grids for LEX 485",0
Warehouse,"SPECIAL ORDER: S83008","Two Cast Iron Cooking Grids for Rogue 425",0
Warehouse,"SPECIAL ORDER: S83009","Cast Iron Infrared Side Burner Grid for Rogue? Series Grills",0
Warehouse,"SPECIAL ORDER: S83015","Two Cast Iron Cooking Grids for Rogue 365",0
Warehouse,"SPECIAL ORDER: S83016","Two Stainless Steel Cooking Grids for Rogue 365",0
Warehouse,"SPECIAL ORDER: S83017","Three Cast Iron Cooking Grids for Rogue 525",0
Warehouse,"SPECIAL ORDER: S83018","Cast Cooking Grid",0
Warehouse,"SPECIAL ORDER: S83019","CAST COOKING GRID FOR 18"" KETTLE GRILLS",0
Warehouse,"SPECIAL ORDER: S83025","STAINLESS STEEL INFRARED SIDE BURNER GRID FOR ROGUE AND ROGUE XT 365 AND 425",0
Warehouse,"SPECIAL ORDER: S83039","GRIDS, CAST IRON F365",0
Warehouse,"SPECIAL ORDER: S85004","CONVERSION KIT FOR UPTOWN PATIOFLAME",2
Warehouse,"SPECIAL ORDER: S87003","Three Stainless Steel Cooking Grids for Triumph 410",0
Warehouse,"SPECIAL ORDER: S87004","Three Cast Iron Cooking Grids for Triumph 410",0
Warehouse,"SPECIAL ORDER: S87005","Four Stainless Steel Cooking Grids for Triumph 495",5
Warehouse,"SPECIAL ORDER: S87007","BRACKET, CROSS LIGHT LEX/MIR/TR605",0
Warehouse,"SPECIAL ORDER: S87009","Cross Light Bracket & Two Screws for LEX 485 (4 Burner model)",0
Warehouse,"SPECIAL ORDER: S87010","Cross Light Bracket & Two Screws for Rogue 425",0
Warehouse,"SPECIAL ORDER: S87012","1 BURNER & 2 SEAR PLATES FOR PRESTIGE PRO� 665/825",0
Warehouse,"SPECIAL ORDER: S88002","Small Control Knob with a clear flame for LEX Series and Prestige 500",0
Warehouse,"SPECIAL ORDER: S88006","Small Control Knob with a Red Flame for Rogue Series",0
Warehouse,"SPECIAL ORDER: S88008","Small Control Knob with a Clear Flame for Prestige 500 Series",0
Warehouse,"SPECIAL ORDER: S91001","Temperature Gauge for LEX Series",0
Warehouse,"SPECIAL ORDER: S91002","Temperature Gauge for Legend 485",0
